pair_key,프로필,좋아하는_게임,좋아하는_게임_장르,추천_게임,추천_게임_장르,추천_게임_설명,적합도,이유태그,메모
B0404,A26,Counter-Strike 2 / PUBG: BATTLEGROUNDS / 톰 클랜시의 레인보우식스 시즈,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 액션, 무료 플레이",Tom Clancy's Rainbow Six Lockdown™,액션,Red Storm Entertainment가 PC를 위해 특별히 개발한 레인보우 식스가 가장 최고의 긴장감을 자랑하는 근접전을 경험할 수 있는 온라인 전투로 돌아옵니다. 이번 에피소드에서는 레인보우 팀은 군단 바이러스와 관련된 독립적인 테러 위협에 직면하고 있습니다. 레인보우 팀은 이 테러 위협과 바이러스 사이의 연결고리를 찾아내야 합니다.스토리와 미션 구성의 변화 - 레인보우 팀은 군단 바이러스와 관련된 독립적인 테러 위협에 직면하고 있습니다. 레인보우 팀은 이 테러 위협과 바이러스 사이의 연결고리를 찾아내야 합니다.,,,
B0405,A22,Opus Magnum,"인디, 시뮬레이션",Particul,"캐주얼, 인디, 시뮬레이션, 전략","Click to mine particles and watch your pile grow. Turn resources into profit, automate extraction, research new technologies and trade. Can you mine the rarest particle and ascend? There is just one way to find out.",,,
B0406,A15,No Man's Sky / 서브노티카 / Slime Rancher,"액션, 어드벤처 / 어드벤처, 인디 / 액션, 어드벤처, 인디, 시뮬레이션",Windbound,"어드벤처, 인디, RPG","금지된 섬이 부르고 있습니다. 그곳의 비밀을 밝히세요. 미지의 섬에 난파된 당신은 육지와 바다를 탐험하고, 환경에 적응하고, 곳곳을 탐사하며 살아남아야 합니다.",,,
B0407,A06,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처",Stellar Tactics,"어드벤처, 인디, RPG, 전략","A Sci-Fi role-playing game featuring turn-based ground combat, space exploration, deep character customization and a massive living universe with thousands of star systems. Equip your ships with the best equipment you can find, gather a powerful crew of mercenaries and set out into the void!",,,
B0408,A07,Hardspace: Shipbreaker / Hacknet / The Case of the Golden Idol / 방 탈출 시뮬레이터 / shapez 2 - Factory,"시뮬레이션 / 인디, 시뮬레이션 / 어드벤처, 인디 / 어드벤처, 캐주얼, 인디, 시뮬레이션 / 캐주얼, 인디, 시뮬레이션, 전략",Evospace,"어드벤처, 인디, 시뮬레이션, 앞서 해보기","Contribute to the colonization of the universe. Get and process resources, develop your technologies. Achieve complete automation and build a portal to include another planet in the chain of worlds.",,,
B0409,A20,Team Fortress 2 / Left 4 Dead 2 / Terraria,"액션, 무료 플레이 / 액션 / 액션, 어드벤처, 인디, RPG",Day of Defeat: Source,액션,Valve의 2차 세계대전 멀티플레이어 클래식 - 이제 Mac에서 즐길 수 있습니다.,,,
B0410,A09,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",Worms Ultimate Mayhem,전략,Load your weapons and experience a whole new dimension in destructive turn-based cartoon action!,,,
B0411,A04,Counter-Strike 2 / PUBG: BATTLEGROUNDS / Stardew Valley,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 인디, RPG, 시뮬레이션",Total Lockdown,"액션, 어드벤처, 인디, 대규모 멀티플레이어, 무료 플레이","Total Lockdown은 거대한 마천루의 최상층에서 펼쳐지는 배틀 로얄입니다. 이 흥미진진한 슈팅 게임의 목표는 구할 수 있는 무기, 장치, 편법을 되는대로 사용하여 살아남는 것입니다. 목숨을 건 전투에서 돈과 명예를 위해 싸우십시오!",,,
B0412,A22,Opus Magnum,"인디, 시뮬레이션",TIS-100,"인디, 시뮬레이션","TIS-100 is an open-ended programming game by Zachtronics, the creators of SpaceChem and Infinifactory, in which you rewrite corrupted code segments to repair the TIS-100 and unlock its secrets. It’s the assembly language programming game you never asked for!",,,
B0413,A19,Garry's Mod / Team Fortress 2 / Left 4 Dead 2,"캐주얼, 인디, 시뮬레이션 / 액션, 무료 플레이 / 액션",Line of Sight,"액션, 무료 플레이, 인디, 대규모 멀티플레이어","Fast paced FPS with high customizational freedom. From game mode customization to an in depth weapon tuning and attachment system up to detailed character customizations, while it was developed so you can choose to either go for high performance or graphical fidelity without an high end PC.",,,
B0414,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",Canvas of Kings,"캐주얼, 인디, RPG, 앞서 해보기","Canvas of Kings is a minimalistic mapmaking tool that focuses on randomness and auto-generated elements on user-definable and interactive paths, plots and rooms.",,,
B0415,A13,Sid Meier's Civilization® V / Europa Universalis IV / Human Fall Flat,"전략 / 시뮬레이션, 전략 / 어드벤처, 캐주얼, 인디, 시뮬레이션",Carry The Glass,"어드벤처, 캐주얼, 인디, 시뮬레이션",이 재미있는 2인 협동 플랫포머에서 두 명의 기발한 건설 노동자가 되어 팀을 이루어 보세요! 깨지기 쉬운 유리창을 들고 도전으로 가득한 다채로운 레벨을 통과하세요. 장애물을 피하고 퍼즐을 풀기 위해 소통하고 협력하세요. 유리를 깨지 않고 작업을 완료할 수 있을까요?,,,
B0416,A20,Team Fortress 2 / Left 4 Dead 2 / Terraria,"액션, 무료 플레이 / 액션 / 액션, 어드벤처, 인디, RPG",Atom Zombie Smasher,"인디, 전략","The zombie apocalypse is upon us and it's up to you to evacuate everyone before they fall prey to the undead. Conduct massive rescue operations with a helping hand from snipers, artillery crews, orbital bombardments, and more.",,,
B0417,A05,A Short Hike / ISLANDERS / Gorogoa,"어드벤처, 인디 / 캐주얼, 인디, 전략 / 어드벤처, 캐주얼, 인디",Garden Galaxy,"캐주얼, 인디, 무료 플레이","Discover, collect and organise to create your own unique garden in this relaxing idle / creative sandbox!",,,
B0418,A11,Hollow Knight / Dead Cells / Garry's Mod,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션",30XX,"액션, 인디","친구와 함께 즐길 수 있는 로그라이트 액션 플래포머, 30XX로 뛰고, 쏘고, 베며 앞으로 나아가세요! 화끈한 전투와 정밀한 플랫폼이 하나로 섞인, 끝없이 변화하는 멋진 세계들을 탐험하세요. 무시무시한 가디언들을 무찌르세요. 그들의 독특한 힘을 마스터하세요. 잃어버린 천 년을 재발견하세요.",,,
B0419,A19,Garry's Mod / Team Fortress 2 / Left 4 Dead 2,"캐주얼, 인디, 시뮬레이션 / 액션, 무료 플레이 / 액션",Arcadegeddon,"액션, 어드벤처, 무료 플레이","이제 이 변화무쌍한 멀티플레이어 슈터에서 최대 3명의 친구들과 함께 플레이할 수 있습니다. 다양한 생물군계와 미니 게임을 탐험하고, 숨겨진 상자를 발견하고, 셀 수 없는 적과 보스를 처치해보세요.",,,
B0420,A26,Counter-Strike 2 / PUBG: BATTLEGROUNDS / 톰 클랜시의 레인보우식스 시즈,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 액션, 무료 플레이",Empires Apart,"무료 플레이, 전략","중세 시대를 배경으로 흥미진진하게 펼쳐지는 무료 실시간 전략 게임. 독특하게 설계된 세력, 맞춤 설정 옵션, 싱글플레이어 및 멀티플레이어 게임 플레이. 현대적으로 재해석한 이 클래식 RTS 속에서 자원을 모으고 군대를 일으켜서 자신의 문명을 승리로 이끄세요.",,,
B0421,A05,A Short Hike / ISLANDERS / Gorogoa,"어드벤처, 인디 / 캐주얼, 인디, 전략 / 어드벤처, 캐주얼, 인디",24 Killers,"어드벤처, 캐주얼, 인디","Explore a desert island full of oddities, transform into monsters you've rescued, collect mysterious spirits, and unlock mods that change up future playthroughs.",,,
B0422,A14,The Forest / 7 Days to Die / Sid Meier’s Civilization® VI,"액션, 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략 / 전략",Project 5: Sightseer,"액션, 어드벤처, 인디, RPG","Open world multiplayer sandbox/RPG game. Explore, gather, build, research, and fight to protect what's yours -- by yourself or together with your friends.",,,
B0423,A01,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",ELDEN RING,"액션, RPG","본 게임은 본격적인 다크 판타지 세계를 무대로 한 액션 RPG입니다. 드넓은 필드와 던전 탐험을 통해 미지의 것들을 발견해 보세요. 앞길을 막아서는 난관과 그것을 극복했을 때의 달성감, 그리고 등장인물들의 의도가 교착하는 군상극도 즐기실 수 있습니다.",,,
B0424,A14,The Forest / 7 Days to Die / Sid Meier’s Civilization® VI,"액션, 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략 / 전략",Wasteland Bites,"어드벤처, 시뮬레이션","Wasteland Bites is a horror-based food truck sim. Cooking up questionable cuisine in your post-apocalyptic food truck is tough. Fending off mutants, UFOs, rabid dogs, and things lurking in the dark? That's the real challenge. A chaotic mix of cooking and survival in a long gone world.",,,
B0425,A19,Garry's Mod / Team Fortress 2 / Left 4 Dead 2,"캐주얼, 인디, 시뮬레이션 / 액션, 무료 플레이 / 액션",Killing Floor 2,액션,"In KILLING FLOOR 2, players descend into continental Europe after it has been overrun by horrific, murderous clones called Zeds that were created by rogue elements of the Horzine Corporation. 6-player Co-Op & 12-player VS Zed-slaughtering mayhem.",,,
B0426,A07,Hardspace: Shipbreaker / Hacknet / The Case of the Golden Idol / 방 탈출 시뮬레이터 / shapez 2 - Factory,"시뮬레이션 / 인디, 시뮬레이션 / 어드벤처, 인디 / 어드벤처, 캐주얼, 인디, 시뮬레이션 / 캐주얼, 인디, 시뮬레이션, 전략",Hacker Simulator,"인디, 시뮬레이션","해커가 되어 온라인 평판을 최정상까지 끌어올리세요. 계약을 완료하고, 새 프로그램을 구입하고, 컴퓨터를 업그레이드하고, Wi-Fi 네트워크를 해킹하여 개인이나 기업의 온라인 시스템에 침투하세요.",,,
B0427,A10,Death's Door / Children of Morta / Roboquest / Spelunky 2 / Nuclear Throne / Streets of Rogue / Neon Abyss / Curse of the Dead Gods / Rogue Legacy 2 / Have a Nice Death,"액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 인디 / 액션, 인디 / 액션, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처 / 액션, 어드벤처, 인디, RPG / 액션, 인디",Bloody Trapland 2: Curiosity,"액션, 어드벤처, 캐주얼, 인디","Take on the hard yet fair world of Bloody Trapland. Jump, slide, dash and dodge your way through the many deadly levels. Find secrets, solve puzzles, unlock mysteries and unravel the story. Go at it alone or bring your friends along for a co-op experience like no other. 1-4 players online and/or spl",,,
B0428,A09,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략",Space Rogue,"인디, 시뮬레이션, 전략","Take on the role of a spaceship captain. Explore new worlds, and engage in intense ship-to-ship battles. Develop unique battle tactics, upgrade your ship, and recruit crew members as you fight for peace or piracy.",,,
B0429,A10,Death's Door / Children of Morta / Roboquest / Spelunky 2 / Nuclear Throne / Streets of Rogue / Neon Abyss / Curse of the Dead Gods / Rogue Legacy 2 / Have a Nice Death,"액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 인디 / 액션, 인디 / 액션, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처, 인디, RPG / 액션, 어드벤처 / 액션, 어드벤처, 인디, RPG / 액션, 인디",Suicide Countdown: 7 Days,"어드벤처, 인디, RPG","사망이 당신을 감싸는데 7일 밖에 남지 않았습니다. 어린 소년의 일상은 점점 뒤틀리고 기묘하고 무서운 사건들로 전개됩니다. 운명이 찾아오면, 당신은 선택할 용기가 있을까요?",,,
B0430,A14,The Forest / 7 Days to Die / Sid Meier’s Civilization® VI,"액션, 어드벤처, 인디, 시뮬레이션 / 액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략 / 전략",Infectonator: Survivors,"액션, 어드벤처, 인디, RPG, 시뮬레이션, 전략","""Infectonator : Survivors"" is a Randomized Permadeath Survival Simulator that combines RTS, Tower Defense, Roguelike, and Management-Simulation gameplay. The goal is to lead a group of survivors in a struggle to stay alive and find rescue in a zombie apocalyptic world.",,,
B0431,A01,DARK SOULS™ III / Fallout 4 / The Forest,"액션 / RPG / 액션, 어드벤처, 인디, 시뮬레이션",Wo Long: Fallen Dynasty,"액션, 어드벤처, RPG",「인왕」을 제작한 Team NINJA가 제공하는 다크 심국지 소울라이크 게임,,,
B0432,A03,Salt and Sanctuary,"액션, 인디, RPG",The Surge 2,"액션, RPG",살아남으려면 광대하게 펼쳐친 황량한 제리코 시티를 탐험하세요. 무자비하고 가차없는 전투 속에서 휘몰아치는 맹렬한 공격에 맞서 싸우며 상대의 사지를 찢어발긴 뒤 장비를 탈취하세요.,,,
B0433,A25,Raft / Stardew Valley / Counter-Strike 2,"어드벤처, 인디, 시뮬레이션 / 인디, RPG, 시뮬레이션 / 액션, 무료 플레이",Research Story,"캐주얼, 인디, RPG, 시뮬레이션","Set out to discover and record plants and creatures for the Violet Archive. Grow crops, tame animals, and build the perfect farm! Forge friendships along the way as you begin your life as a researcher!",,,
B0434,A05,A Short Hike / ISLANDERS / Gorogoa,"어드벤처, 인디 / 캐주얼, 인디, 전략 / 어드벤처, 캐주얼, 인디",TheoTown,"어드벤처, 캐주얼, 인디, 시뮬레이션, 전략",Build and manage your dream city in this captivating simulation game. Create unique urban landscapes and enjoy compatibility with the mobile versions. Unleash your creativity and shape the metropolis of your dreams.,,,
B0435,A26,Counter-Strike 2 / PUBG: BATTLEGROUNDS / 톰 클랜시의 레인보우식스 시즈,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 액션, 무료 플레이",Blaite,"액션, 어드벤처, 캐주얼, 인디","A platform game so difficult and at the same time, so addictive that you will enjoy having to repeat a levels dozens of times until complete them.",,,
